H1    
H2    
H3    2.68523E-07
H4    
He3    
He4    0.000033377
He5    
He6    
Li6    0
Li7    0
Li8    
Be7    
Be8    
Be9    0
Be10    0
Be11    
B10    
B11    
B12    
C11    
C12    
C13    
C14    0
C15    
N13    
N14    
N15    
N16    
O16    
O17    
O18    
O19    
F18    
F19    
F20    
Ne20    
Ne21    
Ne22    
Ne23    
Na22    
Na23    
Na24    
Na24m    
Na25    
Mg24    
Mg25    
Mg26    
Mg27    
Mg28    
Al26    
Al27    
Al28    
Al29    
Al30    
Si28    
Si29    
Si30    
Si31    
Si32    
P31    
P32    
P33    
P34    
S32    
S33    
S34    
S35    
S36    
S37    
Cl35    
Cl36    
Cl37    
Cl38    
Cl38m    
Cl39    
Ar36    
Ar37    
Ar38    
Ar39    
Ar40    
Ar41    
Ar42    
K39    
K40    
K41    
K42    
K43    
K44    
Ca40    
Ca41    
Ca42    
Ca43    
Ca44    
Ca45    
Ca46    
Ca47    
Ca48    
Ca49    
Sc43    
Sc44    
Sc44m    
Sc45    
Sc46    
Sc46m    
Sc47    
Sc48    
Sc49    
Sc50    
Ti44    
Ti45    
Ti46    
Ti47    
Ti48    
Ti49    
Ti50    
Ti51    
V47    
V48    
V49    
V50    
V51    
V52    
V53    
V54    
Cr48    
Cr49    
Cr50    
Cr51    
Cr52    
Cr53    
Cr54    
Cr55    
Mn51    
Mn52    
Mn52m    
Mn53    
Mn54    
Mn55    
Mn56    
Mn57    
Mn58    
Fe54    
Fe55    
Fe56    
Fe57    
Fe58    
Fe59    
Fe60    
Co55    
Co56    
Co57    
Co58    
Co58m    
Co59    
Co60    
Co60m    
Co61    
Co62    
Co63    
Co64    
Co65    
Co66    
Co67    
Co68    
Co69    
Co70    
Co71    
Co72    2.06395E-19
Co73    4.29053E-21
Co74    7.33436E-21
Co75    1.4407E-21
Ni58    
Ni59    
Ni60    
Ni61    
Ni62    
Ni63    
Ni64    
Ni65    
Ni66    0
Ni67    
Ni68    
Ni69    
Ni70    
Ni71    
Ni72    4.1192E-16
Ni73    5.34894E-18
Ni74    1.41514E-17
Ni75    1.45497E-18
Ni76    6.27698E-19
Ni77    8.48588E-20
Ni78    1.98418E-20
Cu62    
Cu63    
Cu64    
Cu65    
Cu66    0
Cu67    0
Cu68    
Cu69    
Cu70    
Cu71    
Cu72    5.04963E-15
Cu73    1.28799E-15
Cu74    3.26751E-16
Cu75    2.50345E-16
